ndeg_de_notice,isbn,issn,ean,langue,titre,edition,editeur,date,format,collection,titre_de_serie,ndeg,auteur_nom,auteur_prenom,auteur_dates,libelle_v_smart_et_webopac,nombre_de_localisations,nombre_de_pret_total,nombre_de_prets_2017,nombre_d_exemplaires,categorie_statistique_1,categorie_statistique_2,aime_cesaire,amelie,andre_malraux,andree_chedid,arthur_rimbaud,assia_djebar,batignolles,benjamin_rabier,buffon,canopee_la_fontaine,chaptal,charlotte_delbo,claude_levi_strauss,colette_vivier,courcelles,couronnes_naguib_mahfouz,crimee,diderot,drouot,edmond_rostand,europe,faidherbe,fessart,francois_villon,francoise_sagan,georges_brassens,germaine_tillion,glaciere,goutte_d_or,gutenberg,helene_berr,herge,heure_joyeuse,italie,jacqueline_de_romilly,jean_pierre_melville,lancry,louise_michel,marguerite_audoux,marguerite_duras,marguerite_yourcenar,maurice_genevoix,mmp,mohammed_arkoun,mortier,musset,oscar_wilde,parmentier,place_des_fetes,rainer_maria_rilke,reserve_centrale,robert_sabatier,saint_eloi,saint_simon,sorbier,vaclav_havel,valeyre,vandamme,vaugirard,auteur,co_auteur,auteur_secondaire,collectivite_auteur,collectivite_auteur_secondaire_,collectivite_co_auteur_
40606,,,8717418037048,français,"Pretty woman  | Images animées | Garry Marshall, réal | J.F. Lawton, scénario | James Newton Howard, mus | Richard Gere, Julia Roberts, Ralph Bellamy... [et al.], act","Version intégrale. Choix de langues : français, anglais. Sous-titres : français, anglais",['Buena Vista Home Entertainment [éd.]'],2005,"1 DVD vidéo zone 2 (1 h 59 min) | 1.85, 16/9 compatible 4/3, coul. (PAL), son. (Dolby digital 5.1)",,,,Marshall,Garry,,DVD-vidéo tous publics,5,658.0,48,5,['CNAM Cinema nord-americain'],['pas de code stat 2'],,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,"['Marshall, Garry']",,"Lawton;Howard;Gere;Roberts;Bellamy, J. F.;James Newton;Richard;Julia;Ralph",,,
413499,7-505-40503-9,,,,"Sur l'intelligence | Texte imprimé | Jiang Chengan, Xu Deyuan  | [avec la collab. de Du Juan]",,['Ed. Aurore'],1997,30 p. | ill. en noir et en coul. | 26 cm,L'origine d'expressions courantes chinoises,,,Jiang Chengan,,,Livre en langue étrangère,2,9.0,0,2,"['D409 Langues: chinois, vietnamien, cambodgien']",['LCON Contes'],,,,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Jiang Chengan'],,Xu Deyuan,,,
413769,,,,italien,"Tito Manlio | Enregistrement sonore | dramma per musica in tre atti | Antonio Vivaldi | Matteo Noris, livret | Nicola Ulivieri, baryton-basse (Tito) | Karina Gauvin, soprano (Manlio) | Ann Hallenberg, mezzo-soprano (Servilia) | Marijana Mijanovic, contralto (Vitellia)... [et al.] | Accademia Bizantina | Ottavio Dantone, dir",,['Naïve'],2005,3 disques compacts | 1 livret (149 p),Vivaldi edition | Opere teatrali | 6;2Tesori del Piemonte | 28,,,Vivaldi,Antonio,,Disque compact,12,371.0,10,12,"['M304 Musique classique: musique lyrique (opera, operettes)']",['pas de code stat 2'],,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,"['Vivaldi, Antonio']",,"Noris;Ulivieri;Gauvin;Hallenberg;Mijanovic;Dantone, Matteo;Nicola;Karina;Ann;Marijana;Ottavio",,['Accademia Bizantina'],
415281,,,,français,Mister Dingo | Enregistrement sonore | La Baronne,,['La Baronne'],1995,1 compact | 1 brochure,,,,Cobo,Sylvie,,Disque compact,1,2.0,0,1,['85'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Cobo, Sylvie']",,"Bonneville;Tug;Yorukoglu, Emmanuel de;Sorkan;Engin",,['Baronne'],
415765,,,,français,Cauchemar matinal | Texte imprimé | Florence Cestac | texte de Jean-Luc Cochet,,['Futuropolis'],1984,43 p. | ill. | 28 cm,,,,Cochet,Jean-Luc,,Bande dessinée pour adulte,1,2.0,0,1,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Cochet, Jean-Luc']",,"Cestac, Florence",,,
416471,,,,anglais,"Solomon | Enregistrement sonore | Georg Friedrich Händel | Carolyn Sampson, soprano (La Reine de Saba) | Susan Gritton, soprano (La Reine) | Sarah Connolly, contralto (Salomon)... [et al.] | RIAS Kammerchor | Akademie Für Alte Musik Berlin | Daniel Reuss, dir",,['Harmonia Mundi'],2007,2 disques compacts | 1 brochure,,,,Händel,Georg Friedrich,1685-1759,Disque compact,1,93.0,3,1,"[""M307 Musique classique: epoque baroque (jusqu'a 1750)""]",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Händel, Georg Friedrich']",,"Connolly;Gritton;Sampson;Padmore;Reuss, Sarah;Susan;Carolyn;Mark;Daniel",,"['RIAS Kammerchor', 'Akademie für Alte Musik Berlin']",
41681,978-274361627-4,,9782743616274,français,Fils de personne | Texte imprimé | roman | Roberto Alajmo | traduit de l'italien par Danièle Valin,,['Payot et Rivages'],DL 2007,1 vol. (210 p.) | couv. ill. | 23 cm,Collection de littérature étrangère | 0299-0520,,,Alajmo,Roberto,1959-....,Livre pour adulte,4,96.0,5,4,['LITA Litterature italienne'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,"['Alajmo, Roberto']",,"Valin, Danièle",,,
41297,,,,sans,Confirmation | Enregistrement sonore | Ferré B,,['SteepleChase'],1989,1 compact | DDD,,,,,,,Disque compact,2,5.0,0,2,['136'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,"Ferré;Ferré;Lundgaard;Thigpen, Boulou;Elios;Jesper;Ed",,,
41344,,,,anglais,Conqueress | Enregistrement sonore,,['Sony Music'],1991,1 compact | 1 dépliant,,,,,,,Disque compact,1,3.0,0,1,['95'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,['Cycle Sluts From Hell'],
430388,2-86959-381-3,,,français,Traité de la vie élégante | Texte imprimé | suivi de Théorie de la démarche | Honoré de Balzac,,['Arléa'],1998,156 p. | couv. ill. en coul. | 18 cm,[Collection Arléa-poche] | 1270-9204 | 37,,,Balzac,Honoré de,1799-1850,Livre pour adulte,1,26.0,1,1,['Littérature française (autres)'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Balzac, Honoré de']",,,,,
666645,2-08-072066-X,,,français,"Yvain ou Le chevalier au lion | Texte imprimé | Chrétien de Troyes | trad. de Michel Rousse adaptée | présentation, notes et dossier-jeu par Marie-Louise Astre",,['Flammarion'],1997,"222 p. | ill., couv. ill. en coul. | 18 cm",Étonnants classiques | 1269-8822,,,Chrétien de Troyes,,1135?-1183?,Livre pour adulte,2,27.0,3,2,['LFRA Litterature francaise'],['LROM Roman avant 1945'],,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,['Chrétien de Troyes'],,"Rousse;Astre, Michel;Marie-Louise",,,
64555,,,,,Complete Kenny Drew & Carl Perkins sessions | Enregistrement sonore | Dexter Gordon Quartet,,['Lone Hill Jazz'],2004,1 compact | 1 dépliant,,,,,,,Disque compact,4,166.0,7,4,['M104 Jazz classique'],['pas de code stat 2'],,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,['DEXTER GORDON QUARTET'],
645924,2-84261-475-5,,,français,La femme qui échappa à la honte | Texte imprimé | roman | Toby Olson | trad. de l'anglais (États-Unis) par Bernard Hoepffner avec la collab. de Catherine Goffaux,,['le Serpent à plumes'],2004,387 p. | couv. ill. en coul. | 24 cm,Collection Fiction étrangère,,,Olson,Toby,1937-....,Livre pour adulte,1,,0,1,['LNAM Litterature nord-americaine'],['AUTP Auteurs a partir de 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Olson, Toby']",,"Hoepffner, Bernard",,,
646672,,,,armoricain / Breton,Bloavezh mat | Enregistrement sonore | Bagad Ronsed Mor Lokoall Mendon,,['Label'],2004,2 compacts | 1 brochure,,,,,,,Disque compact,3,44.0,0,3,['M911 Musiques du monde: musiques celtiques'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,"Servat;Le Henanf, Gilles;Samuel",,"['Bagad Ronsed Mor', 'Ensemble de Trompettes de Paris']",
647613,2-7427-6362-7,,9782742763627,français,Cahier du temps | Texte imprimé | Laura Wittner | illustrations de Gwen Le Gac | traduit de l'espagnol(Argentine) par Dominique Delord,,['Actes Sud junior'],impr. 2006,"1 vol. (non paginé [54] p.) | ill. en coul., couv. ill. en coul. | 22 cm",,,,Wittner,Laura,,Livre jeunesse,11,381.0,29,13,['LALB Albums'],['pas de code stat 2'],2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,"['Wittner, Laura']",,"Delord;Le Gac, Dominique;Gwen",,,
648070,,,,français,Bulletin | Texte imprimé | de la Société historique du 6e arrondissement de Paris,,['Mairie du 6e arrondissement'],1983,70-99-79 p. | ill. | 24 cm,,,,,,,Usuels,1,0.0,0,1,['D906 Histoire de Paris'],['pas de code stat 2'],,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Société historique du 6e arrondissement de Paris'],,
650016,,,,,"Mission dancehall NRJ | Enregistrement sonore | (Black Eyed Peas, String Color, Neg Marrons...[et al.), groupes voc. et instr] | Mr Vegas, Baby G, Nuttea...[et al.], chant",,['BMG'],2004,1 disque compact | 1 feuillet,,,,,,,Disque compact,1,8.0,3,1,['M114 Reggae'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
650073,2-7298-0384-X,,,français,"La France depuis 1945 | Texte imprimé | institutions et vie politique | Vincent Borella, Karine Ramondy",,['Ellipes'],2001,96 p. | 19 cm,Le bac en tête | Histoire,,,Borella,Vincent,,Livre pour adulte,1,22.0,0,1,['D302 Politique'],['pas de code stat 2'],,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Borella, Vincent']","Ramondy, Karine",,,,
651081,2-7621-2560-x,,,français,Martin Luther King | Texte imprimé | Marshall Frady | trad. de François Tétreau,,['Fides'],2004,322 p. | 18 cm,"Grandes figures, grandes signatures",,,Frady,Marshall,,Livre pour adulte,1,43.0,2,1,['65'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"['Frady, Marshall']",,,,,
651280,,,,,Les yeux clos pour piano | Musique imprimée,,['Salabert'],1986,1 partition (10 p.) | 36 cm,,,,Takemitsu,Töru,,Partition,2,41.0,2,3,['M310 Musique classique: 20eme et 21eme siecles'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Takemitsu, Töru']",,,,,
652634,2-205-05373-6,,,français,Au bord du Grand Rien | Texte imprimé | J.-C. Mézières et P. Christin...,,['Dargaud'],2004,"48 p. | ill. en coul., couv. ill. en coul. | 30 cm","19 | Valerian, agent spatio-temporel. | 19","Valerian, agent spatio-temporel.",19,Mézières,Jean-Claude,1938-....,Bande dessinée jeunesse,9,376.0,44,9,['LBDE Bandes dessinees'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,1,,,1.0,,,1.0,,,,,1.0,,,,"['Mézières, Jean-Claude']","Christin, Pierre",,,,
653970,,,,,Kreisleriana | Enregistrement sonore | M. Pollini,,['Deutsche Grammophon'],2002,1 compact | 1 brochure,,,,Schumann,Robert,1810-1856,Disque compact,7,582.0,17,7,['M309 Musique classique: epoque romantique et post-romantique'],['pas de code stat 2'],,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Schumann, Robert']",,"Pollini, Maurizio",,,
659010,,,,,Violent machine | Enregistrement sonore | T. Macalpine,,['Metropolis Records'],1996,1 compact | 1 feuillet,,,,Macalpine,Tony,,Disque compact,1,61.0,0,1,"['M205 Hard rock, metal']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,"['Macalpine, Tony']",,,,,
659661,,,,français,Lettres à Paul Léautaud | Texte imprimé | Fagus | avec un av.-pr. et des notes du destinataire,,['La connaissance'],1928,76 p. | 20 cm,Les textes | 10,,,Fagus,,,Usuels,1,0.0,0,1,['Littérature française (autres)'],['pas de code stat 2'],,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fagus'],,,,,
641929,2-283-58329-2,,,français,"Guide complet de la peinture sur soie | Texte imprimé | Dominique Fébrinon, Lydie Ottelart, Zarza",,['le Temps apprivoisé'],1998,"157 p. | ill. en coul., couv. ill. en coul. | 29 cm",,,,Febrinon,Dominique,,Livre pour adulte,1,76.0,1,1,['D704 Arts decoratifs'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,"['Febrinon, Dominique']","Ottelart;Zarza, Lydie",,,,
642607,2-906067-33-4,,,français,"Masques | Texte imprimé | [exposition présentée à Paris, Musée Dapper du 26 octobre 1995 au 30 septembre 1996] | [catalogue réd. par Christiane Falgayrettes-Leveau, Yves Le Fur, François Neyt, et al.]",,['Musée Dapper'],1995,"419 p. | ill. en noir et en coul., cartes | 32 cm",,,,,,,Livre pour adulte,3,65.0,0,3,['D703 Sculpture'],['pas de code stat 2'],,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,Leo Frobenius,,,
642683,2-07-072343-7,,,français,Scènes de conversation | Texte imprimé | Lytton Strachey | trad. de l'anglais par Bernard Turle,,['le Promeneur'],1991,88 p. | couv. ill. | 17 cm,Le cabinet des lettrés,,,Strachey,Lytton,1880-1932,Livre pour adulte,2,47.0,0,2,['LBRI Litterature britannique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,"['Strachey, Lytton']",,"Turle, Bernard",,,
643137,978-2-35017-074-9,,9782350170749,français,"Planète street | Texte imprimé | culture urbaine des cinq continents | Roger Gastman, Caleb Neelon, Anthony Smyrski | illustrations par Alex Lukas | [traduit de l'anglais par Mélanie Basnel]",,['Pyramyd'],DL 2007,"1 vol. (384 p.) | nombreuses ill. en noir et en coul., couv. ill. en coul. | 25 cm",,,,Gastman,Roger,,Livre pour adulte,4,59.0,5,5,['D701 Arts generalites'],['pas de code stat 2'],,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,"['Gastman, Roger']","Neelon;Smyrski, Caleb;Anthony",,,,
643621,2-08-030431-3,,,anglais,Orlan | Texte imprimé | [carnal art] | transl. from the French by Deke Dusinberre,[English ed.],['Flammarion'],2004,"247 p. | ill. en noir et en coul., jaquette ill. | 27 cm",,,,,,,Livre pour adulte,1,12.0,0,1,['D706 Photographie'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dusinberre, Deke",,['Centre national de la photographie'],
643624,2-86577-204-7,,,français,La cuisine préhistorique | Texte imprimé | Alain Bernard | entretien avec Marylène Patou-Mathis | dessins de Pajot,Nouv. éd. augm.,['Fanlac'],1998,"76 p. | ill., couv. ill. | 19 cm",,,,Bernard,Alain,1948-....,Livre pour adulte,1,7.0,1,1,['D504 Prehistoire'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Bernard, Alain']","Patou-Mathis, Marylène","Pajot, Marcel",,,
659892,978-2890-00-8182,,,français,Problèmes de peau | Texte imprimé,,['Broquet'],2007,1 vol. (63 p.),,,,,,,Livre pour adulte,1,58.0,1,1,['D602 Medecine et sexualite'],['pas de code stat 2'],,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248403,,,,français,Une amitié littéraire | Texte imprimé | Prosper Mérimée et Ivan Tourguéniev | Maurice Parturier,,['Hachette'],1952,252 p. | 19 cm,,,,Parturier,Maurice,,Livre pour adulte,1,11.0,0,1,['LRUS Litterature russe et sovietique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Parturier, Maurice']",,,,,
248878,,,,anglais,Best of | Enregistrement sonore | D. Livingston,,['Sanctuary'],2002,1 compact | 1 brochure,,,,,,,Disque compact,2,28.0,2,2,['M114 Reggae'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,"Livingston, Dandy",,,
274458,,,,langue indéterminée,Baayo | Enregistrement sonore,,['Island Records'],1991,1 cassette ou 1 compact | 1 brochure,,,,Maal,Baaba,,Disque compact,1,12.0,0,1,['M903 Musiques du monde: Afrique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Maal, Baaba']",,"Maal, Baaba",,,
462196,,,,français,Les mémoires de Beria | Texte imprimé | Alan Williams | trad. de l'anglais par Jean-Luc Fromental et François Landon,,['J.C. Lattès'],1974,307 p. | 23 cm,,,,Williams,Alan,,Livre pour adulte,1,7.0,0,1,['65'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Williams, Alan']",,,,,
462742,978-2-213-63561-3,,9782213635613,français,"Le GRM, Groupe de recherches musicales | Texte imprimé | cinquante ans d'histoire | Évelyne Gayou",,['Fayard'],impr. 2007,"1 vol. (520 p.-[8] p. de pl.) | ill., couv. ill. en coul. | 24 cm",,,,Gayou,Evelyne,,Livre de Fonds spécialisés,3,19.0,2,3,['D707 Musique'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,"['Gayou, Evelyne']",,,,,
462900,,,3550460014378,français,"Les 5 dernières minutes  | Images animées | saison 13 | Claude Loursais, réal | Michel Lebrun, Henry Grange, Maurice Bernard Endrebe, scénario | Hubert d'Auriol, mus | Raymond Souplex, Jean Daurand... [et al.], act",Choix de langues : français,['LCJ Editions et Productions [éd.]'],2004,"2 DVD vidéo zone 2 (4 h 20 min) | 1.33, 4/3, n. et b. (PAL), son. (Dolby digital) (mono)",,,,Loursais,Claude,,DVD-vidéo tous publics,2,145.0,6,2,['CFRA Cinema francais'],['CSTV Serie televisee'],,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"['Loursais, Claude']",,"Lebrun;Grangé;Endrèbe;Auriol;Souplex;Daurand, Michel;Henry;Maurice Bernard;Hubert d'.;Raymond;Jean",,,
463046,2-07-021332-3,,,français,La Grande transformation | Texte imprimé | aux origines politiques et économiques de notre temps | Karl Polanyi | traduit de l'anglais par Catherine Malamoud et Maurice Angeno ; préface de Louis Dumont,,['Gallimard'],1983,XIX-419 p. | 23 cm,Bibliothèque des sciences humaines,,,Polanyi,Karl,1886-1964,Livre pour adulte,2,76.0,5,2,"['D303 Economie sauf metiers, commerce']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Polanyi, Karl']",,"Malamoud;Angeno;Dumont, Catherine;Maurice;Louis",,,
463078,,,,français,Les Chinois | Texte imprimé | photos et texte de Furio Colombo,,['Chêne'],1971,Non paginé | ill. | 31 cm,,,,Colombo,Furio,,Livre pour adulte,1,0.0,0,1,['62'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,"['Colombo, Furio']",,,,,
463339,2-8434-6086-7,,,,"Kerden, cordes de Bretagne | Musique imprimée | partitions pour guitare, bouzouki, mandoline, basse | transcription de Philippe Brosse",,['Coop Breizh'],1999,1 partition (112 p.) | 30 cm,,,,Brosse,Philippe,,Partition,1,17.0,0,1,['M909 Musiques du monde: France'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Brosse, Philippe']",,,,,
457918,0-7868-4956-8,,,anglais,Artemis Fowl | Texte imprimé | the lost colony | Eoin Colfer,,"['Miramax Books', 'Hyperion Books for Children, cop']",2006,1 vol. (385 p.) | 21 cm,,,,Colfer,Eoin,,Livre en langue étrangère,3,40.0,1,3,['LBRI Litterature britannique'],['pas de code stat 2'],,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,"['Colfer, Eoin']",,,,,
45922,,,,français,Danny Boy et ses Pénitents | Enregistrement sonore | 1,,['Musidisc-DCA'],1990,1 compact | AAD | 1 brochure,,,,,,,Disque compact,2,6.0,0,2,['M208 Rock et varietes rock'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,['Danny Boy et ses Pénitents'],
459704,,,,anglais,"Songs for reggae lovers | Enregistrement sonore | Dennis Brown, J.C. Lodge, Sanchez Freddie McGregor... [et al.]",,['Greensleeves Records'],2008,2 disques compacts | 1 feuillet,,,,,,,Disque compact,2,103.0,6,2,['M114 Reggae'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
460563,978-2266-09-7017,,,anglais,Eyes wide shut | Texte imprimé,,"['Pocket, DL']",1999,1 vol. (224 p.-[8] p. de pl.) | 18 cm,,,,Kubrick,Stanley,,Livre pour adulte,1,24.0,1,1,['LGER Litterature germanique'],['LROM Roman avant 1945'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,"['Kubrick, Stanley']",,"Schnitzler;Raphael, Arthur;Frederic",,,
461083,,,,,Sketches of dreams | Enregistrement sonore | D. Sanchez,,['Sony Music'],1995,1 compact | 1 dépliant,,,,Sanchez,David,,Disque compact,1,6.0,0,1,['136'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Sanchez, David']",,"Sanchez, David",,,
4636,,,,,Forsyte saga | Texte imprimé | John Galsworthy,,['Calmann-Lévy'],1970,798 p.- 36 p. de pl. | 24 cm,,La dynastie des Forsyte,1,Galsworthy,John,,Livre pour adulte,1,57.0,8,1,['LBRI Litterature britannique'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Galsworthy, John']",,,,,
463714,2-7118-3711-4,,,français,"Peintures et sculptures d'Italie | Texte imprimé | collections du 15e au 19e siècle du Musée Calvet,Avignon | Philippe Malgouyres, Philippe Sénéchal",,"['Musée Calvet', 'Réunion des musées nationaux']",1998,183 p. | ill. | 27 cm,,,,Malgouyres,Philippe,,Livre pour adulte,1,6.0,0,1,['D701 Arts generalites'],['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,"['Malgouyres, Philippe']",,"Sénéchal, Philippe",,,
46389,,,,allemand,Die Fledermaus | Enregistrement sonore | Herbert von Karajan,,['BMG'],1999,3 compacts | ADD | 1 brochure,Wiener Staats Oper Live,,,Strauss,Johann,1825-1899,Disque compact,1,164.0,2,2,"['M304 Musique classique: musique lyrique (opera, operettes)']",['pas de code stat 2'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,"['Strauss, Johann']",,"Karajan;Guden;Wächter;Streich;Berry;Kunz, Herbert von;Hilde;Eberhard;Rita;Walter;Erich",,"[""Choeur et Orchestre de l'Opéra de Vienne""]",
464629,,,,anglais,Patience | Enregistrement sonore | George Michael,,['Sony'],2004,1 compact | 1 brochure,,,,Michael,George,,Disque compact,7,293.0,14,7,['M202 Pop'],['pas de code stat 2'],,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,"['Michael, George']",,"Michael, George",,,
45663,2-264-03080-1,,,français,Le jour de l'assassinat du leader | Texte imprimé | suivi de quatre nouvelles | par Naguib Mahfouz | trad. de l'arabe par André Miquel,,['10-18'],2001,186 p. | couv. ill. en coul. | 18 cm,10-18 | Domaine étranger,,,Maḥfūẓ,Naǧīb,1911-2006,Livre pour adulte,1,35.0,0,2,['LMMO Litterature du Maghreb et du Moyen-Orient'],['LROP Roman après 1945'],,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Maḥfūẓ, Naǧīb']",,"Miquel, André",,,
452331,2-7470-1725-7,,9782747017251,français,Les engins de l'espace | Texte imprimé | [texte de] Emmanuel Chanut | [illustrations de] Donald Grant,,['Bayard jeunesse'],DL 2006,"1 vol. (non paginé [14] p. dépl.) | ill. en coul., couv. ill. en coul. | 19 cm",La petite encyclopédie Youpi des grands curieux | 13,,,Chanut,Emmanuel,,Livre jeunesse,19,845.0,115,20,['D603 Techniques sauf informatique'],['pas de code stat 2'],1.0,,1.0,1.0,,,,1,,1.0,1.0,,,,1,,1.0,,,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,2.0,"['Chanut, Emmanuel']",,"Grant, Donald",,,
